row_type,preset_id,case_family,label_hint,source_label,feature,value,dataset_min,dataset_max,percentile,model_probability_malignant,source_url,selection_reason,image_id,patient_id,magnification,relative_path,stratum_median_probability,distance_to_median,tabular_preset_id,image_preset_id,fusion_case_type,tabular_probability_malignant,image_probability_malignant
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.concavity_se,0.025,0.0,0.396,48.85764499121266,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.concave_pts_se,0.008,0.0,0.05279,26.889279437609844,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.symmetry_se,0.018,0.007882,0.07895,44.81546572934973,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.fractal_dim_se,0.0034,0.0008948,0.02984,55.18453427065027,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.radius_worst,13.4,7.93,36.04,32.51318101933216,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.texture_worst,25.0,12.02,49.54,46.92442882249561,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.perimeter_worst,87.0,50.41,251.2,31.985940246045697,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.area_worst,535.5,185.2,4254.0,29.349736379613354,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.smoothness_worst,0.12,0.07117,0.2226,29.173989455184536,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.compactness_worst,0.185,0.02729,1.058,40.070298769771526,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.concavity_worst,0.19,0.0,1.252,43.7609841827768,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.concave_pts_worst,0.075,0.0,0.291,32.33743409490334,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.symmetry_worst,0.275,0.1565,0.6638,44.63971880492091,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-benign,tabular,benign,Typical Benign Tumour,x.fractal_dim_worst,0.08,0.05504,0.2075,49.91212653778559,0.1606396734714508,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.radius_mean,14.5,6.981,28.11,63.79613356766256,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.texture_mean,19.5,9.71,39.28,55.711775043936726,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.perimeter_mean,96.0,43.79,188.5,66.25659050966608,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.area_mean,680.0,143.5,2501.0,67.48681898066783,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.smoothness_mean,0.1,0.05263,0.1634,62.038664323374334,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.compactness_mean,0.12,0.01938,0.3454,68.54130052724078,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.concavity_mean,0.1,0.0,0.4268,65.5536028119508,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.concave_pts_mean,0.055,0.0,0.2012,63.971880492091394,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.symmetry_mean,0.185,0.106,0.304,59.22671353251317,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.fractal_dim_mean,0.063,0.04996,0.09744,58.87521968365553,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.radius_se,0.4,0.1115,2.873,64.67486818980667,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.texture_se,1.3,0.3602,4.885,63.2688927943761,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.perimeter_se,2.9,0.757,21.98,66.78383128295255,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.area_se,42.0,6.802,542.2,72.58347978910369,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.smoothness_se,0.0075,0.001713,0.03113,67.31107205623901,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.compactness_se,0.027,0.002252,0.1354,64.8506151142355,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.concavity_se,0.032,0.0,0.396,62.741652021089635,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.concave_pts_se,0.012,0.0,0.05279,58.87521968365553,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.symmetry_se,0.021,0.007882,0.07895,65.20210896309314,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.fractal_dim_se,0.0041,0.0008948,0.02984,68.89279437609842,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.radius_worst,16.7,7.93,36.04,65.90509666080844,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.texture_worst,26.5,12.02,49.54,59.22671353251317,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.perimeter_worst,112.0,50.41,251.2,66.25659050966608,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.area_worst,910.0,185.2,4254.0,69.24428822495607,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.smoothness_worst,0.135,0.07117,0.2226,55.711775043936726,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.compactness_worst,0.27,0.02729,1.058,64.67486818980667,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.concavity_worst,0.28,0.0,1.252,58.69947275922671,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.concave_pts_worst,0.12,0.0,0.291,59.05096660808435,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.symmetry_worst,0.3,0.1565,0.6638,62.741652021089635,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-borderline-suspicious,tabular,borderline,Borderline / Suspicious Case,x.fractal_dim_worst,0.084,0.05504,0.2075,61.335676625659055,0.6740179657936096,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.radius_mean,17.5,6.981,28.11,81.89806678383128,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.texture_mean,21.0,9.71,39.28,68.54130052724078,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.perimeter_mean,115.0,43.79,188.5,82.0738137082601,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.area_mean,990.0,143.5,2501.0,83.12829525483303,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.smoothness_mean,0.105,0.05263,0.1634,74.34094903339191,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.compactness_mean,0.145,0.01938,0.3454,80.84358523725835,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.concavity_mean,0.16,0.0,0.4268,82.60105448154658,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.concave_pts_mean,0.09,0.0,0.2012,84.88576449912127,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.symmetry_mean,0.195,0.106,0.304,73.81370826010544,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.fractal_dim_mean,0.065,0.04996,0.09744,69.59578207381371,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.radius_se,0.55,0.1115,2.873,80.31634446397187,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.texture_se,1.6,0.3602,4.885,81.54657293497364,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.perimeter_se,3.8,0.757,21.98,80.31634446397187,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.area_se,55.0,6.802,542.2,80.4920913884007,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.smoothness_se,0.009,0.001713,0.03113,81.01933216168717,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.compactness_se,0.035,0.002252,0.1354,79.26186291739896,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.concavity_se,0.045,0.0,0.396,78.55887521968366,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.concave_pts_se,0.017,0.0,0.05279,84.3585237258348,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.symmetry_se,0.025,0.007882,0.07895,78.73462214411248,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.fractal_dim_se,0.0052,0.0008948,0.02984,83.12829525483303,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.radius_worst,20.9,7.93,36.04,82.0738137082601,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.texture_worst,29.5,12.02,49.54,74.51669595782073,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.perimeter_worst,146.0,50.41,251.2,85.23725834797891,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.area_worst,1326.0,185.2,4254.0,82.24956063268893,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.smoothness_worst,0.16,0.07117,0.2226,89.45518453427064,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.compactness_worst,0.35,0.02729,1.058,76.97715289982425,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.concavity_worst,0.4,0.0,1.252,77.85588752196837,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.concave_pts_worst,0.18,0.0,0.291,80.84358523725835,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.symmetry_worst,0.33,0.1565,0.6638,82.24956063268893,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
tabular_feature,tabular-typical-malignant,tabular,malignant,Typical Malignant Tumour,x.fractal_dim_worst,0.09,0.05504,0.2075,71.35325131810193,0.9797463417053223,https://breascope-ai.vercel.app/,Exact profile copied from the deployed BreaScope AI preset set and validated against Wisconsin feature ranges.,,,,,,,,,,,
image_preset,image-benign-40x-representative,image,benign,,,,,,,0.0001404360373271,,Correct held-out benign 40X prediction nearest to the stratum median malignant probability (0.000140).,benign-40x-representative,SOB_B_F-14-21998CD,40X,data/dataset_cancer_v1/dataset_cancer_v1/classificacao_binaria/40X/benign/SOB_B_F-14-21998CD-40-015.png,0.0001404360373271,0.0,,,,,
image_preset,image-benign-100x-representative,image,benign,,,,,,,8.702517516212538e-05,,Correct held-out benign 100X prediction nearest to the stratum median malignant probability (0.000087).,benign-100x-representative,SOB_B_PT-14-21998AB,100X,data/dataset_cancer_v1/dataset_cancer_v1/classificacao_binaria/100X/benign/SOB_B_PT-14-21998AB-100-008.png,8.702517516212538e-05,0.0,,,,,
image_preset,image-benign-200x-representative,image,benign,,,,,,,0.0006688851863145,,Correct held-out benign 200X prediction nearest to the stratum median malignant probability (0.000666).,benign-200x-representative,SOB_B_TA-14-16184,200X,data/dataset_cancer_v1/dataset_cancer_v1/classificacao_binaria/200X/benign/SOB_B_TA-14-16184-200-028.png,0.0006659359496552001,2.9492366592999333e-06,,,,,
image_preset,image-benign-400x-representative,image,benign,,,,,,,0.0030457619577646,,Correct held-out benign 400X prediction nearest to the stratum median malignant probability (0.003046).,benign-400x-representative,SOB_B_PT-14-21998AB,400X,data/dataset_cancer_v1/dataset_cancer_v1/classificacao_binaria/400X/benign/SOB_B_PT-14-21998AB-400-016.png,0.0030457619577646,0.0,,,,,
